DistanceToObstacle,Velocity,ProximityLeft,ProximityRight,Altitude,Class
140.67,68.58,60.65,79.64,10.50,1
139.81,68.60,29.89,97.39,10.50,1
78.25,68.62,20.53,65.55,10.50,1
83.85,68.62,29.83,68.36,10.50,1
97.36,68.63,23.85,95.99,10.50,2
116.44,68.65,56.42,91.80,10.50,2
131.91,68.66,29.58,76.14,10.50,2
56.19,68.66,84.37,77.56,10.50,2
74.24,68.67,49.49,71.40,10.50,2
98.46,68.69,43.11,89.43,10.50,1
41.24,68.70,69.12,55.68,10.50,1
138.38,68.70,31.87,17.31,10.50,2
51.66,68.72,51.22,91.58,10.50,2
115.46,68.73,15.48,42.47,10.50,1
50.88,68.75,68.75,16.69,10.50,1
83.56,68.75,46.52,83.37,10.50,1
52.44,68.76,35.26,74.30,10.50,1
42.93,68.78,87.40,22.12,10.50,1
88.70,68.79,97.41,57.61,10.50,2
40.71,68.79,70.25,57.92,10.50,1
57.83,68.80,56.08,58.89,10.50,1
84.25,68.82,92.52,18.52,10.50,1
127.13,68.83,75.36,48.17,10.50,1
88.54,68.85,13.20,38.13,10.50,1
60.31,68.85,29.33,24.78,10.50,1
103.18,68.86,52.49,65.24,10.50,1
75.94,68.87,23.24,86.38,10.50,1
76.22,68.89,25.24,77.59,10.50,2
115.17,68.90,53.15,22.03,10.50,2
38.35,68.91,23.92,59.91,10.50,2
63.03,68.92,49.23,51.03,10.50,2
101.07,68.92,23.02,43.88,10.50,1
30.53,68.93,39.20,62.12,10.50,1
133.93,68.94,98.58,71.39,10.50,1
75.55,68.96,62.86,96.22,10.50,1
63.17,68.96,60.11,30.99,10.50,1
32.75,68.97,59.33,17.16,10.50,2
78.60,68.98,71.17,11.42,10.50,2
139.03,68.99,69.08,65.79,10.50,1
104.67,68.99,80.20,63.77,10.50,1
61.82,69.00,33.32,44.82,10.50,1
98.04,69.01,86.78,91.35,10.50,1
145.06,69.01,89.34,51.79,10.50,1
140.68,69.03,49.13,78.55,10.50,2
134.83,69.03,93.51,75.55,10.50,2
95.73,69.05,21.83,80.80,10.50,2
30.54,69.06,12.25,54.37,10.50,2
110.23,69.06,47.38,53.01,10.50,2
96.97,69.07,82.78,41.21,10.50,1
131.19,69.08,70.72,93.77,10.50,1
69.44,69.09,39.36,57.35,10.50,1
49.41,69.09,47.95,45.32,10.50,1
120.31,69.10,55.53,96.01,10.50,1
74.33,69.11,15.01,56.34,10.50,1
102.04,69.12,79.96,63.98,10.50,1
136.69,69.12,41.98,48.21,10.50,1
117.42,69.13,12.97,66.59,10.50,1
114.37,69.14,16.54,43.59,10.50,1
119.60,69.14,90.86,17.41,10.50,1
50.95,69.14,71.17,85.47,10.50,1
37.70,69.15,62.66,42.08,10.50,1
93.14,69.16,59.50,54.14,10.50,1
77.97,69.16,16.08,14.17,10.50,2
39.21,69.17,55.97,64.40,10.50,2
132.63,69.18,69.73,19.48,10.50,1
75.23,69.18,13.46,17.84,10.50,2
38.51,69.18,53.80,31.79,10.50,2
117.60,69.19,76.67,71.54,10.50,1
124.35,69.20,83.43,69.35,10.50,1
126.51,69.21,18.47,82.91,10.50,1
107.41,69.21,67.70,66.91,10.50,1
94.95,69.21,27.94,74.06,10.50,1
116.17,69.22,24.03,38.83,10.50,2
139.23,69.23,51.00,22.95,10.50,2
128.49,69.23,21.30,78.16,10.50,1
147.23,69.23,94.75,52.22,10.50,1
142.74,69.24,72.24,74.95,10.50,1
133.92,69.25,69.65,18.82,10.50,1
60.80,69.25,83.61,52.02,10.50,1
94.86,69.25,57.90,99.19,10.50,1
79.80,69.26,49.59,12.23,10.50,1
121.61,69.26,95.77,24.61,10.50,1
54.25,69.26,48.15,26.24,10.50,2
77.93,69.27,91.25,13.99,10.50,2
56.23,69.27,22.52,76.13,10.50,1
103.28,69.27,44.58,64.74,10.50,1
107.17,69.28,39.25,18.19,10.50,1
123.45,69.28,14.51,76.89,10.50,1
138.37,69.29,89.02,49.51,10.50,1
63.14,69.29,25.53,53.59,10.50,2
145.83,69.30,63.42,38.30,10.50,1
133.11,69.30,78.00,26.93,10.50,1
76.94,69.30,95.27,36.34,10.50,1
121.81,69.31,21.58,47.21,10.50,1
113.58,69.31,90.39,31.25,10.50,1
137.56,69.31,33.21,52.02,10.50,1
51.27,69.32,60.93,85.06,10.50,1
62.83,69.32,84.08,18.61,10.50,1
50.70,69.32,16.11,46.02,10.50,1
129.52,69.32,38.65,43.30,10.50,1
145.76,69.33,62.44,40.70,10.50,1
124.93,69.33,47.87,15.91,10.50,1
143.00,69.33,55.30,48.09,10.50,1
52.27,69.33,10.79,86.65,10.50,1
94.60,69.34,49.82,64.25,10.50,1
149.19,69.34,97.81,68.44,10.50,1
49.71,69.34,30.43,32.05,10.50,1
51.14,69.34,96.11,31.11,10.50,2
103.96,69.35,74.31,36.67,10.50,2
59.87,69.35,24.60,16.69,10.50,1
97.76,69.35,55.14,27.17,10.50,1
132.46,69.35,94.81,72.94,10.50,1
143.98,69.35,39.13,17.76,10.50,1
119.33,69.36,52.54,86.60,10.50,1
118.03,69.36,32.44,54.44,10.50,1
61.11,69.36,35.68,61.09,10.50,1
110.65,69.36,59.72,23.35,10.50,1
37.46,69.36,73.78,53.10,10.50,1
133.01,69.36,55.79,87.94,10.50,2
123.93,69.36,47.77,32.34,10.50,2
110.39,69.36,60.84,66.78,10.50,2
76.89,69.37,48.09,28.74,10.50,1
68.40,69.37,70.64,59.66,10.50,1
49.04,69.37,77.01,11.52,10.50,1
138.22,69.37,86.24,79.95,10.50,1
86.55,69.37,52.15,80.65,10.50,1
36.51,69.37,93.24,33.81,10.50,2
72.54,69.37,20.99,63.80,10.50,2
58.34,69.37,86.10,91.54,10.50,2
113.05,69.37,27.36,40.77,10.50,2
91.06,69.37,70.86,18.89,10.50,1
80.09,69.37,70.46,86.92,10.50,1
72.62,69.37,84.86,37.16,10.50,1
72.59,69.37,65.11,85.48,10.50,1
92.76,69.37,37.62,31.10,10.50,1
87.26,69.37,68.60,16.09,10.50,1
104.99,69.37,57.96,73.40,10.50,2
70.26,69.37,24.63,15.68,10.50,2
34.36,69.37,45.28,92.67,10.50,2
40.40,69.37,50.39,28.93,10.50,2
138.60,69.37,85.13,77.10,10.50,1
74.49,69.37,32.89,81.13,10.50,1
85.09,69.37,28.22,96.47,10.50,2
80.94,69.37,79.13,87.87,10.50,2
100.21,69.37,46.89,52.37,10.50,2
103.20,69.37,53.28,80.80,10.50,1
107.76,69.37,70.89,25.87,10.50,1
32.24,69.37,69.67,98.43,10.50,2
47.56,69.37,30.41,89.17,10.50,1
125.03,69.37,74.19,29.14,10.50,1
38.41,69.36,44.07,36.68,10.50,1
96.52,69.36,15.53,65.94,10.50,1
38.43,69.36,71.65,92.18,10.50,1
144.58,69.36,70.09,44.05,10.50,1
40.54,69.36,27.28,57.97,10.50,2
92.94,69.36,94.38,45.21,10.50,2
73.24,69.36,76.70,77.99,10.50,1
46.29,69.35,21.47,42.23,10.50,1
89.57,69.35,42.37,58.55,10.50,1
73.26,69.35,51.87,65.97,10.50,2
124.03,69.35,41.47,84.05,10.50,2
142.86,69.35,14.16,55.45,10.50,2
51.91,69.34,19.25,38.86,10.50,2
121.48,69.34,44.07,66.74,10.50,1
114.85,69.34,69.20,43.81,10.50,1
85.31,69.34,58.17,60.78,10.50,2
127.45,69.33,92.81,36.22,10.50,1
30.23,69.33,42.04,44.29,10.50,1
136.76,69.33,94.95,15.90,10.50,1
36.62,69.33,49.50,26.96,10.50,1
100.11,69.32,56.58,14.18,10.50,1
81.77,69.32,36.47,12.97,10.50,1
65.71,69.31,19.25,52.81,10.50,1
131.74,69.31,73.13,19.84,10.50,1
99.39,69.31,99.31,20.03,10.50,1
44.14,69.31,32.12,60.03,10.50,1
143.97,69.30,73.37,74.55,10.50,1
38.68,69.30,87.86,15.24,10.50,1
65.34,69.30,19.78,38.56,10.50,1
69.09,69.29,79.27,66.27,10.50,1
61.22,69.29,42.11,73.84,10.50,1
44.77,69.29,73.77,55.96,10.50,1
111.15,69.28,77.36,72.59,10.50,1
137.10,69.28,61.18,66.78,10.50,2
134.90,69.27,82.06,98.85,10.50,1
84.24,69.27,58.91,78.39,10.50,1
127.13,69.27,68.27,33.14,10.50,1
118.24,69.26,42.48,30.47,10.50,2
91.36,69.26,48.23,67.89,10.50,2
89.95,69.25,34.35,66.17,10.50,1
39.89,69.25,93.08,68.27,10.50,1
87.87,69.25,89.77,24.19,10.50,2
53.20,69.24,82.17,31.33,10.50,2
136.71,69.24,43.66,38.72,10.50,1
43.11,69.24,61.62,87.80,10.50,1
124.12,69.23,64.93,60.67,10.50,1
89.11,69.23,25.36,38.61,10.50,2
79.12,69.23,47.53,17.11,10.50,2
127.87,69.22,23.72,45.03,10.50,1
103.91,69.21,39.46,58.09,10.50,1
64.67,69.21,72.69,54.62,10.50,1
122.63,69.21,75.05,75.08,10.50,1
114.86,69.20,96.83,43.72,10.50,1
140.31,69.19,31.20,52.39,10.50,1
93.46,69.19,29.76,50.15,10.50,1
35.09,69.19,70.47,27.42,10.50,1
86.85,69.18,69.49,24.28,10.50,1
82.40,69.17,54.52,99.44,10.50,1
52.71,69.17,15.85,14.66,10.50,1
52.54,69.17,97.89,74.92,10.50,2
44.29,69.16,92.36,47.95,10.50,2
144.56,69.16,64.63,59.86,10.50,1
110.40,69.15,34.92,69.17,10.50,1
144.48,69.14,58.49,16.21,10.50,1
120.26,69.14,86.33,53.52,10.50,2
92.83,69.14,48.65,24.08,10.50,1
74.56,69.13,84.73,60.02,10.50,1
89.79,69.12,91.47,58.32,10.50,2
133.85,69.12,15.72,95.23,10.50,2
149.38,69.12,39.06,99.37,10.50,1
40.68,69.11,45.39,74.62,10.50,1
108.74,69.10,86.86,59.26,10.50,2
125.16,69.10,70.04,22.99,10.50,2
104.47,69.09,78.57,31.06,10.50,1
78.99,69.08,64.51,91.85,10.50,1
135.63,69.08,97.90,60.18,10.50,1
54.37,69.07,47.96,43.40,10.50,1
76.51,69.06,35.87,43.18,10.50,1
73.89,69.05,23.10,38.71,10.50,1
94.19,69.05,79.03,89.02,10.50,1
148.12,69.04,73.09,61.77,10.50,1
144.63,69.03,92.54,69.83,10.50,1
59.61,69.02,42.24,36.66,10.50,1
120.88,69.02,65.52,88.45,10.50,1
99.03,69.01,12.99,49.08,10.50,1
91.88,69.00,33.55,18.55,10.50,1
34.47,68.99,54.74,80.52,10.50,1
48.41,68.99,19.58,40.82,10.50,1
143.33,68.98,31.84,68.70,10.50,2
136.15,68.98,85.72,38.00,10.50,1
139.21,68.97,61.20,33.52,10.50,1
47.13,68.97,81.34,36.49,10.50,1
146.56,68.96,56.88,79.75,10.50,1
133.74,68.95,56.42,55.27,10.50,1
74.22,68.95,69.81,63.86,10.50,2
117.91,68.93,51.57,45.78,10.50,1
121.60,68.92,92.43,29.40,10.50,2
120.75,68.92,62.24,57.94,10.50,2
85.81,68.91,42.17,39.25,10.50,1
39.95,68.90,51.04,55.03,10.50,1
91.25,68.89,43.47,91.62,10.50,1
136.26,68.89,70.83,73.76,10.50,1
96.11,68.88,10.92,28.81,10.50,1
82.33,68.87,57.69,89.35,10.50,1
133.33,68.86,18.43,56.71,10.50,1
43.19,68.86,86.73,65.33,10.50,1
112.84,68.85,12.68,93.87,10.50,2
46.59,68.84,92.27,42.93,10.50,2
53.30,68.84,32.05,52.86,10.50,2
119.30,68.83,41.25,28.77,10.50,2
106.08,68.83,52.42,95.95,10.50,1
72.86,68.83,38.16,10.98,10.50,1
58.27,68.81,61.80,25.58,10.50,2
81.85,68.81,14.09,91.87,10.50,2
85.03,68.80,40.67,34.73,10.50,1
137.54,68.80,97.23,44.72,10.50,1
149.00,68.79,42.84,74.04,10.50,1
117.54,68.78,23.27,19.55,10.50,1
71.86,68.76,68.79,19.05,10.50,1
129.87,68.76,80.45,98.68,10.50,2
101.14,68.76,60.77,71.70,10.50,2
62.47,68.75,36.56,25.39,10.50,1
85.38,68.75,27.28,66.07,10.50,1
138.85,68.74,36.76,69.80,10.50,2
106.23,68.73,71.24,33.30,10.50,2
121.21,68.72,93.01,54.45,10.50,2
138.09,68.72,47.57,59.45,10.50,2
39.21,68.71,49.25,70.89,10.50,1
116.57,68.70,70.37,97.12,10.50,1
62.41,68.69,11.10,49.78,10.50,2
75.28,68.69,45.25,68.26,10.50,2
38.42,68.68,98.69,71.94,10.50,2
87.44,68.67,83.28,29.52,10.50,2
84.34,68.66,55.89,26.87,10.50,1
107.98,68.66,61.21,91.72,10.50,1
141.82,68.65,65.87,88.26,10.50,1
135.20,68.63,81.99,72.87,10.50,1
121.64,68.62,58.53,93.68,10.50,2
76.50,68.61,24.88,33.86,10.50,2
47.75,68.60,62.03,81.54,10.50,1
38.87,68.59,25.01,66.84,10.50,1
32.05,68.59,26.04,53.02,10.50,2
46.83,68.58,64.30,96.72,10.50,1
40.37,68.57,35.59,30.30,10.50,1
113.59,68.56,72.40,78.54,10.50,1
110.79,68.54,19.69,34.16,10.50,2
56.45,68.54,94.12,51.27,10.50,2
32.06,68.53,75.17,18.76,10.50,1
119.41,68.52,50.05,27.35,10.50,1
50.78,68.52,25.22,30.64,10.50,1
81.80,68.51,20.80,14.77,10.50,2
91.46,68.50,42.16,25.13,10.50,2
87.78,68.49,12.20,71.93,10.50,1
71.54,68.49,56.39,37.15,10.50,1
101.49,68.47,86.82,23.56,10.50,1
131.01,68.46,26.50,66.56,10.50,1
52.07,68.44,26.27,27.91,10.50,1
123.38,68.43,35.39,85.41,10.50,1
116.40,68.42,26.93,81.22,10.50,1
68.77,68.42,90.74,12.88,10.50,2
97.09,68.41,60.31,54.53,10.50,2
116.72,68.40,33.00,88.72,10.50,1
148.98,68.38,11.32,42.93,10.50,1
120.94,68.38,34.08,86.11,10.50,2
110.59,68.37,92.86,40.77,10.50,2
63.18,68.36,22.35,91.25,10.50,1
90.90,68.36,36.85,13.80,10.50,1
88.54,68.35,89.39,77.81,10.50,2
97.44,68.34,24.86,65.51,10.50,1
65.89,68.32,71.75,62.63,10.50,1
113.99,68.32,52.72,95.53,10.50,2
48.35,68.31,74.68,10.27,10.50,2
69.29,68.31,50.49,66.33,10.50,1
30.53,68.31,80.71,64.24,10.50,1
136.04,68.29,57.65,72.43,10.50,1
42.48,68.28,23.46,86.48,10.50,2
109.83,68.27,14.64,92.14,10.50,2
40.91,68.27,55.53,66.70,10.50,1
135.91,68.25,86.74,36.58,10.50,1
126.72,68.23,11.53,48.90,10.50,2
54.33,68.23,25.10,46.77,10.50,2
141.68,68.22,28.65,48.89,10.50,1
65.49,68.21,84.54,65.14,10.50,1
70.17,68.21,70.98,68.18,10.50,1
129.72,68.19,89.70,24.16,10.50,1
68.00,68.18,51.93,84.76,10.50,2
81.72,68.17,60.33,63.46,10.50,1
72.63,68.15,50.13,78.28,10.50,1
32.95,68.15,18.92,54.17,10.50,1
30.37,68.14,19.79,61.61,10.50,1
31.58,68.12,64.35,65.79,10.50,1
41.87,68.11,71.83,17.37,10.50,1
97.46,68.09,12.64,31.64,10.50,1
92.17,68.07,69.45,50.19,10.50,2
34.94,68.06,20.84,50.83,10.50,2
32.19,68.05,82.44,91.45,10.50,1
57.69,68.04,25.88,26.98,10.50,1
114.62,68.02,78.92,76.52,10.50,1
45.22,68.00,66.41,25.21,10.50,1
103.49,67.99,39.48,23.02,10.50,1
96.49,67.97,71.14,10.76,10.50,1
65.17,67.96,39.81,97.92,10.50,1
84.80,67.96,44.70,81.05,10.50,1
85.10,67.94,34.24,88.26,10.50,2
132.82,67.93,18.76,27.40,10.50,2
127.33,67.92,42.87,15.71,10.50,2
104.64,67.91,38.88,93.84,10.50,2
50.51,67.91,47.82,57.98,10.50,1
30.83,67.89,19.61,89.27,10.50,1
95.16,67.87,62.60,46.06,10.50,2
91.98,67.87,17.63,10.08,10.50,2
133.29,67.86,29.28,25.75,10.50,1
111.36,67.85,37.73,53.97,10.50,1
71.54,67.83,14.19,64.02,10.50,1
111.28,67.81,51.20,30.24,10.50,2
86.18,67.80,53.39,48.65,10.50,2
130.76,67.80,95.26,65.82,10.50,1
124.59,67.78,20.31,46.30,10.50,1
73.90,67.77,62.38,47.95,10.50,1
58.52,67.75,59.03,82.39,10.50,2
56.33,67.75,38.89,81.87,10.50,2
53.02,67.74,80.97,63.23,10.50,2
115.61,67.73,89.06,15.65,10.50,2
90.09,67.72,95.08,11.52,10.50,2
79.66,67.72,76.41,23.53,10.50,2
147.81,67.71,17.51,59.12,10.50,1
102.19,67.69,68.46,99.83,10.50,1
52.73,67.67,75.55,19.64,10.50,1
35.84,67.67,92.03,73.17,10.50,1
47.88,67.65,16.23,44.72,10.50,1
147.24,67.64,17.58,95.50,10.50,1
91.56,67.62,80.06,51.43,10.50,1
103.52,67.62,16.66,38.33,10.50,1
42.78,67.58,53.08,48.23,10.50,1
59.53,67.57,88.54,20.67,10.50,1
144.81,67.55,26.21,75.91,10.50,1
147.82,67.55,96.28,80.10,10.50,1
81.18,67.53,98.61,67.13,10.50,1
35.75,67.51,54.72,28.82,10.50,1
95.99,67.51,62.75,48.11,10.50,1
124.87,67.50,72.02,42.67,10.50,1
149.34,67.48,22.07,57.12,10.50,1
108.70,67.48,13.88,78.71,10.50,1
67.63,67.46,72.15,56.74,10.50,1
130.74,67.44,46.42,74.43,10.50,2
111.21,67.43,94.55,86.00,10.50,2
49.46,67.43,96.94,32.77,10.50,1
35.47,67.41,81.72,34.95,10.50,1
127.05,67.39,27.99,96.08,10.50,1
79.16,67.39,15.91,74.25,10.50,1
64.87,67.38,45.05,78.60,10.50,2
111.67,67.36,33.83,99.41,10.50,2
46.94,67.35,81.66,15.22,10.50,2
140.84,67.35,96.45,39.08,10.50,2
116.89,67.34,91.48,68.75,10.50,2
88.21,67.33,83.96,80.46,10.50,2
55.97,67.33,76.91,42.85,10.50,2
64.12,67.32,22.59,29.32,10.50,2
37.02,67.31,63.22,96.39,10.50,2
98.30,67.30,25.76,52.31,10.50,1
38.89,67.30,19.23,70.18,10.50,1
79.16,67.28,74.42,45.85,10.50,1
48.18,67.26,32.27,83.68,10.50,1
74.69,67.24,81.79,30.87,10.50,1
129.40,67.24,47.02,92.96,10.50,1
89.80,67.22,34.61,27.59,10.50,1
70.74,67.20,61.87,40.90,10.50,1
110.84,67.20,23.98,31.93,10.50,2
45.96,67.19,42.06,25.58,10.50,2
39.03,67.18,58.03,16.49,10.50,1
83.28,67.16,10.64,55.06,10.50,1
132.40,67.16,47.92,21.32,10.50,1
146.25,67.14,44.50,73.61,10.50,1
146.05,67.12,43.91,78.90,10.50,1
133.50,67.11,44.04,86.31,10.50,2
67.75,67.09,40.83,88.90,10.50,2
35.58,67.08,17.60,20.77,10.50,2
40.70,67.08,89.78,74.70,10.50,2
73.35,67.07,20.02,73.80,10.50,2
90.24,67.06,38.12,64.65,10.50,1
114.03,67.04,64.07,21.93,10.50,1
130.87,67.02,90.38,15.36,10.50,2
93.44,67.02,12.60,89.68,10.50,2
65.99,67.01,60.90,94.90,10.50,1
87.64,66.99,95.37,79.35,10.50,1
113.08,66.97,70.89,46.61,10.50,2
127.25,66.97,91.46,30.62,10.50,2
111.14,66.96,77.82,46.12,10.50,1
64.72,66.94,85.20,92.11,10.50,1
113.67,66.92,53.67,83.93,10.50,1
127.71,66.90,70.99,93.70,10.50,1
78.26,66.90,11.75,36.89,10.50,1
125.01,66.88,11.42,28.78,10.50,1
143.24,66.86,62.84,11.89,10.50,1
97.24,66.85,30.23,15.98,10.50,1
67.63,66.83,71.66,90.84,10.50,1
138.52,66.81,88.95,65.45,10.50,1
58.92,66.79,44.78,51.52,10.50,1
49.04,66.77,49.93,60.50,10.50,1
128.07,66.75,53.96,94.14,10.50,1
111.23,66.75,30.86,92.52,10.50,1
93.21,66.73,31.43,29.84,10.50,1
59.99,66.71,95.33,94.74,10.50,1
31.01,66.69,72.42,51.28,10.50,1
144.89,66.69,88.10,48.81,10.50,1
108.85,66.67,47.44,63.01,10.50,1
116.92,66.65,59.30,92.07,10.50,1
105.59,66.65,45.86,95.94,10.50,1
68.60,66.63,25.28,58.48,10.50,1
41.02,66.61,21.23,38.29,10.50,1
102.10,66.59,46.02,33.75,10.50,2
78.18,66.59,99.48,76.10,10.50,2
100.90,66.58,23.78,29.91,10.50,1
70.88,66.56,51.28,21.87,10.50,1
69.18,66.54,24.37,50.05,10.50,1
91.32,66.52,73.02,97.16,10.50,1
142.79,66.50,63.13,16.28,10.50,1
137.29,66.50,36.70,45.14,10.50,2
123.80,66.49,23.85,64.11,10.50,1
72.03,66.47,48.60,33.86,10.50,1
60.09,66.45,42.18,88.63,10.50,0
103.96,66.42,93.63,23.95,10.50,0
61.63,66.40,68.27,13.06,10.50,1
133.30,66.38,39.24,57.33,10.50,1
67.64,66.38,19.00,41.77,10.50,1
107.94,66.36,52.58,80.51,10.50,1
127.45,66.34,76.08,31.05,10.50,1
101.38,66.32,61.09,92.16,10.50,1
47.77,66.32,51.72,29.21,10.50,1
149.18,66.30,83.95,26.57,10.50,1
44.37,66.28,13.61,69.81,10.50,2
33.57,66.27,33.25,71.30,10.50,1
61.46,66.25,26.50,85.65,10.50,2
93.83,66.23,44.21,38.14,10.50,2
134.85,66.23,76.19,52.57,10.50,1
91.54,66.21,37.27,50.16,10.50,1
89.28,66.19,38.25,79.40,10.50,1
129.23,66.17,56.39,29.24,10.50,1
130.22,66.17,46.02,11.14,10.50,1
85.33,66.15,79.80,20.15,10.50,1
103.99,66.13,60.52,69.67,10.50,1
107.91,66.11,79.82,94.45,10.50,1
98.79,66.11,59.42,93.71,10.50,1
34.25,66.09,25.89,77.14,10.50,1
80.79,66.07,54.98,11.70,10.50,2
42.93,66.07,31.70,69.02,10.50,2
76.35,66.06,19.14,11.34,10.50,1
127.53,66.04,66.50,90.27,10.50,1
42.32,66.04,40.34,18.19,10.50,1
72.26,66.02,91.28,82.77,10.50,2
44.60,66.01,30.01,26.72,10.50,2
126.95,66.00,17.61,32.69,10.50,1
98.39,66.00,16.32,89.57,10.50,1
93.18,65.98,67.34,49.82,10.50,1
138.11,65.96,83.84,43.80,10.50,2
107.54,65.96,29.04,56.86,10.50,2
36.70,65.95,27.21,22.16,10.50,1
40.14,65.93,23.84,41.33,10.50,1
136.10,65.93,98.15,25.87,10.50,1
57.98,65.91,17.43,45.84,10.50,1
30.16,65.89,35.12,55.12,10.50,1
119.83,65.89,62.88,97.97,10.50,1
73.63,65.87,13.06,35.63,10.50,1
31.01,65.85,74.44,11.45,10.50,1
35.71,65.83,90.66,93.68,10.50,1
87.30,65.83,58.73,93.97,10.50,1
135.26,65.81,84.01,41.05,10.50,1
85.54,65.79,51.11,41.21,10.50,2
103.90,65.78,56.78,77.64,10.50,1
70.04,65.78,21.77,51.93,10.50,1
147.46,65.76,64.39,18.94,10.50,1
113.02,65.74,43.03,97.75,10.50,2
52.50,65.73,87.78,83.17,10.50,2
149.36,65.72,13.58,17.68,10.50,2
87.75,65.70,74.00,75.71,10.50,1
37.70,65.68,11.66,50.36,10.50,1
129.75,65.68,52.84,20.61,10.50,1
46.65,65.66,29.05,32.65,10.50,2
138.24,65.65,45.72,57.51,10.50,2
49.17,65.65,94.20,12.61,10.50,1
103.18,65.63,69.08,46.97,10.50,1
93.84,65.61,36.33,42.52,10.50,1
108.13,65.59,49.92,98.20,10.50,1
134.81,65.59,75.81,83.20,10.50,1
95.26,65.57,19.51,72.08,10.50,1
88.92,65.55,96.69,33.41,10.50,2
101.19,65.55,68.22,30.50,10.50,2
130.78,65.54,60.27,15.67,10.50,1
74.38,65.52,57.89,38.75,10.50,1
123.08,65.52,76.09,85.46,10.50,1
78.46,65.50,47.30,29.06,10.50,1
142.86,65.48,26.84,37.99,10.50,1
113.57,65.48,93.80,40.59,10.50,1
58.09,65.46,37.27,24.55,10.50,1
86.79,65.44,40.74,19.34,10.50,1
148.06,65.42,30.30,74.30,10.50,1
143.70,65.40,92.89,77.00,10.50,1
134.51,65.38,67.55,61.73,10.50,1
124.68,65.36,68.78,45.00,10.50,2
106.04,65.36,49.15,96.71,10.50,2
40.04,65.35,95.49,20.80,10.50,1
71.92,65.33,97.71,73.98,10.50,1
147.28,65.33,22.31,45.97,10.50,1
97.83,65.31,61.30,57.59,10.50,1
51.36,65.29,43.78,40.99,10.50,1
69.48,65.27,37.95,66.19,10.50,1
35.03,65.25,39.68,84.71,10.50,1
142.88,65.25,29.35,62.77,10.50,1
121.11,65.23,45.47,19.63,10.50,1
94.50,65.21,78.31,69.01,10.50,1
136.82,65.21,48.04,33.20,10.50,1
145.71,65.19,36.39,79.86,10.50,1
133.80,65.17,93.67,99.77,10.50,1
139.05,65.15,77.50,44.36,10.50,2
141.23,65.15,89.29,85.02,10.50,2
39.52,65.14,96.23,17.91,10.50,1
61.36,65.12,26.40,33.87,10.50,1
140.49,65.12,21.70,67.30,10.50,1
106.52,65.10,61.80,19.28,10.50,1
116.70,65.08,14.85,87.69,10.50,1
117.75,65.06,19.70,30.80,10.50,1
98.51,65.04,58.81,82.50,10.50,1
85.08,65.04,37.29,17.64,10.50,1
96.41,65.02,22.77,39.21,10.50,1
121.11,65.00,47.26,50.94,10.50,2
60.17,64.99,18.71,65.83,10.50,2
37.02,64.99,28.06,90.54,10.50,1
33.25,64.97,14.44,41.69,10.50,2
117.51,64.96,92.68,71.25,10.50,2
96.65,64.96,27.73,96.90,10.50,1
127.77,64.94,63.09,17.22,10.50,1
70.58,64.92,27.95,91.93,10.50,1
148.82,64.90,40.39,76.40,10.50,1
63.31,64.90,87.96,41.37,10.50,1
79.82,64.88,71.47,69.03,10.50,1
118.09,64.86,74.77,85.54,10.50,1
118.66,64.84,75.01,55.79,10.50,2
102.18,64.83,81.14,88.41,10.50,1
102.83,64.81,96.15,95.92,10.50,1
57.19,64.81,28.33,20.14,10.50,1
127.87,64.79,98.90,33.74,10.50,1
105.33,64.77,50.45,71.64,10.50,1
129.08,64.75,16.56,72.94,10.50,1
53.33,64.75,98.20,45.17,10.50,2
136.27,64.74,66.44,98.37,10.50,2
94.58,64.73,54.30,22.23,10.50,2
103.25,64.72,59.94,36.17,10.50,2
128.46,64.71,12.75,67.06,10.50,1
128.92,64.71,58.59,73.70,10.50,1
77.67,64.69,76.81,15.63,10.50,1
83.51,64.67,89.88,68.97,10.50,1
79.29,64.65,26.06,55.56,10.50,2
72.28,64.65,34.96,85.82,10.50,2
93.72,64.65,19.71,52.32,10.50,2
65.10,64.64,37.10,35.15,10.50,1
34.58,64.64,22.36,28.43,10.50,1
116.93,64.62,61.66,66.91,10.50,1
117.78,64.60,89.19,41.87,10.50,1
144.69,64.60,78.34,33.06,10.50,1
109.40,64.58,97.13,95.48,10.50,1
77.34,64.56,27.73,95.92,10.50,1
63.51,64.54,50.73,50.55,10.50,2
82.19,64.54,67.04,27.67,10.50,2
78.65,64.53,24.24,21.95,10.50,2
67.43,64.52,70.73,90.71,10.50,1
67.23,64.52,48.42,32.14,10.50,1
68.06,64.50,48.10,32.04,10.50,2
62.90,64.49,97.21,39.17,10.50,1
47.44,64.47,77.40,31.28,10.50,1
84.46,64.47,46.04,31.51,10.50,1
40.03,64.45,75.02,49.44,10.50,1
69.71,64.44,66.35,45.20,10.50,1
66.14,64.44,89.06,18.94,10.50,1
125.05,64.42,61.69,44.59,10.50,1
107.12,64.40,75.98,33.51,10.50,1
43.33,64.40,84.92,49.54,10.50,1
65.23,64.38,88.02,27.33,10.50,1
94.08,64.36,36.18,22.06,10.50,1
57.91,64.34,46.42,23.22,10.50,1
81.79,64.32,90.92,79.04,10.50,1
121.04,64.32,73.70,95.94,10.50,1
75.62,64.30,98.91,66.54,10.50,1
84.74,64.28,94.92,48.00,10.50,1
99.32,64.28,44.60,98.95,10.50,1
